ClientID,CompanyName,Industry,Country,ContractValue,ContractType,DurationMonths,ContractStartDate
252,Smith and Sons,Finance,United States of America,116749,Enterprise,17,2022-12-12
253,"Ross, Evans and Robertson",Retail,Peru,492696,Custom Development,10,2022-12-30
254,"West, Hickman and Vasquez",Technology,Bermuda,356085,Enterprise,24,2023-02-09
255,Jones PLC,Healthcare,Zambia,420141,Enterprise,18,2023-03-19
256,"Jackson, Peterson and Berg",Technology,Reunion,198181,Custom Development,12,2022-07-21
257,"White, Collins and Scott",Finance,Nigeria,225087,SaaS,15,2022-06-09
258,Thompson-Jones,Manufacturing,Wallis and Futuna,336537,SaaS,12,2024-07-12
259,"Reilly, Reyes and Reyes",Healthcare,Bosnia and Herzegovina,181969,Enterprise,12,2023-02-03
260,Lynch Ltd,Technology,Honduras,289479,Custom Development,34,2023-09-29
261,"Dennis, Wells and Douglas",Manufacturing,Isle of Man,455102,Custom Development,12,2023-11-10
262,Perez and Sons,Manufacturing,Turkey,54028,Custom Development,21,2024-02-04
263,"Clark, Warren and Cunningham",Healthcare,Congo,14949,Custom Development,20,2024-03-19
264,"King, Crawford and Anderson",Finance,Bahrain,212130,Custom Development,19,2022-05-14
265,Cooper PLC,Retail,Chad,244610,Enterprise,33,2024-09-30
266,"Fowler, Martin and Rose",Retail,Guatemala,344256,Consulting,10,2022-11-08
267,Stout PLC,Healthcare,Mexico,64356,Consulting,33,2024-11-20
268,"Glover, Richards and Klein",Retail,Honduras,213324,Enterprise,36,2025-02-10
269,Colon Group,Finance,South Africa,8584,Custom Development,10,2023-07-03
270,Evans PLC,Manufacturing,Mauritania,68535,Enterprise,17,2024-08-19
271,"Smith, Cunningham and Guzman",Technology,Kyrgyz Republic,6987,SaaS,25,2024-01-29
272,Bradshaw Group,Retail,Guadeloupe,225160,Enterprise,23,2024-04-23
273,Andrews-Mcknight,Healthcare,Gambia,455069,SaaS,19,2024-12-31
274,Hunter Ltd,Healthcare,Cameroon,203336,Enterprise,10,2024-03-14
275,"Jackson, Spencer and Ball",Finance,Peru,195568,SaaS,9,2025-03-06
276,Craig-Smith,Healthcare,Iceland,427987,SaaS,25,2024-08-12
277,Porter LLC,Technology,Eritrea,118134,Custom Development,9,2023-08-10
278,"Burke, Brown and Baker",Healthcare,Nepal,430817,SaaS,23,2025-01-06
279,Howard-Hobbs,Finance,Ghana,47145,Custom Development,6,2023-11-02
280,Ingram and Sons,Finance,Saint Barthelemy,394362,SaaS,13,2022-06-17
281,Hale and Sons,Finance,Puerto Rico,144597,SaaS,35,2023-12-03
282,Baker-Johnson,Technology,Jamaica,389825,Consulting,16,2025-02-22
283,Jensen-Montgomery,Healthcare,Thailand,493877,Custom Development,17,2022-06-30
284,"Edwards, Osborne and Liu",Healthcare,Saint Kitts and Nevis,186439,Consulting,16,2023-11-18
285,Turner-Williams,Technology,Yemen,169555,Enterprise,31,2022-11-30
286,Hernandez-King,Technology,Monaco,204642,Consulting,18,2022-11-04
287,Lane-Harvey,Technology,Portugal,322277,Enterprise,35,2022-07-27
288,Bonilla-Carter,Technology,Sweden,285728,Custom Development,16,2024-02-21
289,"Garner, Gilmore and Lopez",Manufacturing,Niue,261270,SaaS,10,2022-07-23
290,Jenkins and Sons,Manufacturing,Greece,426675,Enterprise,18,2023-03-28
291,Patel-Salazar,Finance,Isle of Man,440736,Consulting,10,2022-11-09
292,"Cortez, Allen and Murray",Technology,Bosnia and Herzegovina,248349,Custom Development,26,2022-12-13
293,Dawson Inc,Finance,Turkmenistan,433015,Consulting,18,2023-05-12
294,Kim Ltd,Finance,Bolivia,140934,Enterprise,35,2022-12-28
295,"Williams, Lam and Gardner",Finance,Macao,288793,Enterprise,33,2024-08-03
296,Mccarthy-Nichols,Manufacturing,Martinique,314288,SaaS,18,2025-02-12
297,"Mejia, Watson and Allen",Retail,Uganda,74826,SaaS,26,2022-11-10
298,Ibarra-Larsen,Retail,Serbia,132863,Enterprise,26,2022-03-14
299,Gonzalez Group,Healthcare,Turkey,486876,Consulting,12,2024-05-11
300,Ferguson-Rodriguez,Retail,Timor-Leste,408250,SaaS,9,2024-08-18
301,"Hammond, Sosa and Barnett",Manufacturing,Fiji,212604,Custom Development,25,2022-06-21
302,Garcia LLC,Technology,Slovenia,487423,Enterprise,25,2023-12-29
303,Stone-Randall,Manufacturing,Cayman Islands,365558,Consulting,6,2023-02-05
304,Travis Group,Technology,Niger,31639,Consulting,36,2024-12-07
305,Callahan-Miller,Manufacturing,Qatar,312777,Custom Development,29,2023-11-08
306,Griffin-Lee,Finance,Montenegro,65970,Custom Development,21,2024-07-01
307,Murphy-Horton,Finance,Belarus,466716,SaaS,24,2024-05-07
308,"Harris, Waller and Fitzgerald",Healthcare,Micronesia,434849,Consulting,18,2023-08-03
309,Griffith LLC,Manufacturing,Lesotho,347525,Consulting,14,2024-01-17
310,"Miller, Thomas and Gilbert",Retail,Bahrain,40645,Enterprise,10,2024-07-15
311,Shelton-May,Technology,Syrian Arab Republic,201663,Enterprise,17,2023-04-06
312,Perez-Adams,Retail,Jordan,59854,SaaS,33,2022-11-20
313,"Carter, Murphy and Guzman",Technology,Northern Mariana Islands,269866,Enterprise,9,2024-03-03
314,Robinson-Jordan,Manufacturing,Chad,162106,Enterprise,12,2023-02-17
315,"Anderson, Miller and Herring",Technology,Panama,82317,Enterprise,16,2022-05-01
316,"Brown, Chang and Ayers",Technology,Grenada,421481,SaaS,26,2025-01-31
317,Campbell-Thomas,Technology,United States Virgin Islands,192208,SaaS,23,2023-12-04
318,"Bailey, Vega and Jackson",Manufacturing,Tonga,126886,SaaS,32,2024-12-29
319,"Mccann, Adkins and Gonzalez",Retail,Bosnia and Herzegovina,7812,SaaS,35,2024-06-08
320,Erickson Group,Healthcare,Spain,78243,Consulting,27,2022-04-06
321,White-Morgan,Technology,Somalia,298086,Enterprise,26,2024-05-31
322,Valdez Group,Retail,Brazil,196632,Custom Development,25,2024-06-25
323,Irwin-Bailey,Retail,Mauritius,270729,Consulting,8,2023-04-20
324,Gomez-Miller,Manufacturing,United Arab Emirates,210894,Consulting,10,2024-12-19
325,Wright Ltd,Finance,Bouvet Island (Bouvetoya),485462,SaaS,31,2023-11-25
326,"Ortiz, Robinson and Kerr",Manufacturing,Gibraltar,85453,Enterprise,36,2024-01-21
327,"Monroe, Miller and Martin",Finance,Mauritania,226700,Custom Development,33,2022-07-21
328,Lopez Inc,Technology,Qatar,187097,SaaS,25,2022-10-20
329,"Wagner, Johnson and Johnson",Healthcare,Belize,268797,Consulting,17,2023-03-16
330,Roman-Walker,Finance,Bulgaria,47285,Enterprise,35,2023-02-03
331,"Scott, Lopez and Collins",Retail,Swaziland,94035,SaaS,6,2024-04-30
332,"Richards, Castro and Moore",Finance,Jersey,427948,SaaS,28,2023-10-14
333,Thompson LLC,Finance,Taiwan,41349,Enterprise,23,2023-01-09
334,"Jenkins, Jones and Lambert",Healthcare,Hong Kong,309986,Consulting,9,2024-03-16
335,Smith-Williams,Retail,Japan,95945,SaaS,9,2024-03-22
336,"Anderson, Castillo and Rogers",Healthcare,Botswana,46295,SaaS,31,2022-09-30
337,"Stevens, Lucero and Montoya",Healthcare,Australia,31166,Enterprise,13,2024-09-18
338,Evans and Sons,Healthcare,Tunisia,182147,SaaS,28,2023-01-19
339,"Sawyer, Parrish and Farmer",Manufacturing,Czech Republic,281019,Custom Development,17,2024-12-11
340,Travis-Richards,Finance,Luxembourg,304540,Consulting,19,2024-05-15
341,Alvarado Ltd,Retail,Faroe Islands,393963,SaaS,20,2024-02-19
342,Bailey Group,Retail,Guadeloupe,404737,Enterprise,8,2022-08-06
343,Davis and Sons,Manufacturing,Switzerland,63878,Custom Development,21,2024-11-13
344,Farmer Ltd,Manufacturing,Myanmar,105185,Consulting,34,2023-03-27
345,Clark Group,Manufacturing,Antarctica (the territory South of 60 deg S),239768,Custom Development,32,2024-08-03
346,"Gardner, Walter and Flores",Healthcare,Albania,267472,Custom Development,21,2023-11-21
347,Anderson-Escobar,Manufacturing,Algeria,300447,SaaS,31,2022-11-20
348,"Conley, Yang and Frank",Manufacturing,Honduras,155837,Custom Development,13,2023-09-06
349,May-Cox,Healthcare,Sri Lanka,156008,Custom Development,7,2024-08-12
350,"Weber, Hunt and Montgomery",Healthcare,Niue,176583,Consulting,24,2024-06-11
351,Patterson and Sons,Retail,Uganda,402388,Custom Development,31,2024-07-25
352,"Pham, Barker and Ryan",Technology,Ethiopia,57115,Consulting,11,2023-12-04
353,"Peck, Gibson and Lewis",Finance,Denmark,107918,Custom Development,6,2024-06-02
354,"Livingston, Kelley and Palmer",Healthcare,India,389144,SaaS,20,2023-10-24
355,Golden-Frost,Manufacturing,Eritrea,40701,Custom Development,26,2023-03-04
356,"Juarez, Elliott and Yates",Manufacturing,Liechtenstein,419127,Custom Development,19,2023-11-20
357,Mitchell Group,Retail,Sudan,283135,SaaS,32,2022-11-27
358,"Clark, Huynh and Nichols",Technology,Liberia,419685,Enterprise,24,2024-04-11
359,Potter-Cisneros,Healthcare,Czech Republic,205429,Enterprise,36,2023-07-11
360,"Barnes, Frey and Russell",Finance,Wallis and Futuna,209730,Consulting,25,2024-09-21
361,Hartman-Tyler,Healthcare,Micronesia,293587,Consulting,30,2023-09-12
362,Butler Inc,Manufacturing,Slovenia,368244,SaaS,35,2024-02-12
363,Pope-Ruiz,Manufacturing,Guatemala,466522,Consulting,21,2023-11-17
364,"Davis, Frazier and Juarez",Technology,Nigeria,463893,SaaS,9,2023-02-20
365,"Johnson, May and Williams",Retail,Burkina Faso,292676,Consulting,25,2023-11-23
366,Jenkins LLC,Healthcare,Holy See (Vatican City State),210335,Consulting,31,2024-12-03
367,Bird-Dawson,Retail,Macedonia,147022,SaaS,24,2023-12-14
368,Green-Giles,Technology,Thailand,194504,Consulting,34,2023-12-10
369,"Lee, Peck and Morgan",Healthcare,Ethiopia,381703,Enterprise,8,2024-08-21
370,"Owens, Jenkins and Lowe",Manufacturing,Cameroon,31166,SaaS,11,2023-12-06
371,Sawyer LLC,Healthcare,Zambia,143909,Consulting,20,2024-12-27
372,Anderson Group,Healthcare,Angola,416446,Consulting,18,2022-08-29
373,Gonzalez-White,Technology,Hungary,37833,Consulting,20,2023-05-26
374,Parker PLC,Manufacturing,Martinique,24765,Consulting,28,2022-03-24
375,Weeks LLC,Manufacturing,Timor-Leste,7340,Consulting,14,2023-04-28
376,"Fritz, Blackwell and Cain",Finance,Serbia,41824,Enterprise,19,2025-02-06
377,Cooper Ltd,Manufacturing,Switzerland,493586,Custom Development,6,2024-06-28
378,Donovan Ltd,Healthcare,Brazil,468807,Enterprise,24,2025-01-18
379,"Gibson, Cox and Waters",Finance,Switzerland,275751,SaaS,16,2022-10-02
380,"Alvarez, Robinson and Reed",Healthcare,Algeria,434661,SaaS,13,2023-12-03
381,Rogers PLC,Retail,Lithuania,309955,Consulting,20,2022-10-23
382,Chaney and Sons,Retail,Barbados,256654,Enterprise,8,2023-05-21
383,Ramirez-Brown,Finance,Niue,264326,Consulting,29,2022-07-01
384,Nelson-Olson,Finance,Cayman Islands,69926,Enterprise,33,2022-03-21
385,Wilson PLC,Retail,Wallis and Futuna,465633,SaaS,24,2024-04-03
386,Mann Group,Finance,Brazil,388544,SaaS,9,2022-08-02
387,Weeks-Phillips,Technology,Gambia,349815,Enterprise,21,2024-05-18
388,"Moore, Hill and Anderson",Technology,Honduras,349431,Custom Development,17,2022-03-22
389,Young-Garcia,Retail,Chad,237051,Custom Development,25,2022-10-03
390,Jones LLC,Retail,Papua New Guinea,477079,SaaS,15,2025-03-10
391,Martinez Inc,Technology,Serbia,350762,Consulting,34,2022-07-18
392,Bryan-Atkins,Retail,Libyan Arab Jamahiriya,172809,Consulting,31,2024-06-12
393,Farrell-Chan,Manufacturing,Dominica,187521,Consulting,36,2024-03-17
394,"Howell, Mann and Goodwin",Manufacturing,Cameroon,287644,Enterprise,15,2023-10-14
395,Smith-Johns,Finance,Croatia,137691,Enterprise,9,2024-08-12
396,Beasley Inc,Finance,Gambia,447014,Enterprise,29,2023-11-24
397,Rodriguez-Robinson,Technology,Comoros,287045,Enterprise,29,2024-01-16
398,"Tucker, Guerra and Cervantes",Finance,Ethiopia,292353,Enterprise,36,2023-05-14
399,"Newman, Juarez and Rios",Finance,French Southern Territories,460461,SaaS,23,2024-12-01
400,Barnett-Small,Manufacturing,Nauru,374295,Consulting,13,2022-07-13
401,Moreno-Patterson,Healthcare,British Indian Ocean Territory (Chagos Archipelago),283551,SaaS,6,2024-11-14
402,Thornton Ltd,Manufacturing,Northern Mariana Islands,152407,Consulting,32,2024-01-30
403,Adams and Sons,Finance,New Caledonia,265753,Consulting,12,2022-06-04
404,"Humphrey, Wilson and Hancock",Retail,Greece,373631,Consulting,21,2023-12-01
405,Jimenez LLC,Technology,Northern Mariana Islands,233462,Custom Development,32,2023-05-09
406,"Garcia, Chapman and Ramirez",Finance,Latvia,314738,SaaS,34,2024-05-11
407,Vaughan-Bennett,Technology,Timor-Leste,409410,SaaS,23,2023-07-28
408,Wilson-Moody,Retail,Italy,208613,Custom Development,19,2024-08-11
409,"Snyder, Velasquez and Jenkins",Retail,Dominican Republic,220370,Enterprise,13,2024-12-02
410,"Dalton, Giles and Duncan",Finance,Finland,422580,SaaS,22,2022-05-17
411,Griffith Inc,Technology,Nepal,11795,Custom Development,32,2022-11-14
412,Chang-Santos,Manufacturing,Cote d'Ivoire,454272,Enterprise,12,2024-10-29
413,Wood PLC,Manufacturing,Korea,392730,Consulting,12,2025-03-11
414,"Cunningham, Lane and Joseph",Finance,Saudi Arabia,333890,Enterprise,11,2023-09-19
415,Wagner Inc,Manufacturing,Thailand,269223,Custom Development,10,2022-09-13
416,Adams Group,Retail,French Southern Territories,101772,Consulting,20,2022-06-01
417,"Schneider, Williams and Barton",Healthcare,Philippines,163134,Custom Development,29,2024-01-21
418,Henderson PLC,Finance,El Salvador,133170,Consulting,33,2023-03-09
419,Cooper and Sons,Technology,Taiwan,361941,SaaS,20,2024-07-08
420,"Little, Lewis and Hayes",Finance,Romania,67887,Custom Development,10,2022-03-16
421,Reed Ltd,Finance,Somalia,202217,SaaS,13,2024-02-09
422,Thornton LLC,Healthcare,Mauritania,264804,Consulting,17,2022-06-15
423,Fowler-Woods,Healthcare,Albania,407205,Consulting,17,2024-06-27
424,Tran and Sons,Technology,Solomon Islands,306666,SaaS,13,2022-04-22
425,Gregory-Gilmore,Retail,Austria,352862,Consulting,16,2023-03-27
426,"Brooks, Eaton and Benson",Retail,French Southern Territories,274121,Custom Development,19,2024-05-31
427,Kelly Ltd,Finance,Uganda,112971,Enterprise,16,2022-09-20
428,"Velasquez, Gutierrez and Jarvis",Technology,Palau,435784,Enterprise,10,2023-05-04
429,Miller Inc,Manufacturing,New Zealand,215750,Custom Development,36,2023-12-04
430,Welch-Blankenship,Finance,Albania,359456,Consulting,8,2022-12-06
431,Davis Group,Retail,Bhutan,253936,Custom Development,36,2025-01-26
432,Sutton-Valencia,Retail,Norfolk Island,351547,Consulting,19,2022-07-27
433,Bartlett and Sons,Finance,Greece,236002,Enterprise,34,2022-12-14
434,Allen PLC,Retail,Uzbekistan,36282,Consulting,26,2024-11-01
435,"Hess, Barnes and Sellers",Finance,Jordan,283181,SaaS,29,2024-12-30
436,"Parker, Blanchard and Gibson",Finance,Turks and Caicos Islands,419169,Consulting,11,2022-12-20
437,Wilson Ltd,Finance,Bouvet Island (Bouvetoya),167412,Enterprise,35,2022-09-28
438,Knight-Gonzalez,Technology,Romania,256065,SaaS,12,2023-05-01
439,Kelly LLC,Finance,Antigua and Barbuda,229253,Consulting,31,2023-02-14
440,Burke LLC,Manufacturing,Solomon Islands,404403,Enterprise,34,2024-04-01
441,Blankenship-Joyce,Healthcare,British Virgin Islands,488124,Custom Development,6,2023-05-25
442,Copeland Group,Retail,Gambia,174168,Enterprise,29,2023-11-11
443,Lowe-Cox,Technology,Syrian Arab Republic,296554,Enterprise,33,2022-08-05
444,Wilson Group,Finance,Paraguay,197609,Enterprise,22,2024-03-08
445,Moore-Hill,Technology,Iraq,484360,Enterprise,14,2022-10-11
446,"Wood, Smith and Freeman",Finance,Bulgaria,247751,Enterprise,36,2022-11-09
447,Glover and Sons,Finance,United Kingdom,201667,Consulting,28,2023-08-03
448,"Randall, Gonzalez and Lee",Finance,Egypt,182944,Consulting,25,2024-12-23
449,Baxter-Rivera,Technology,Aruba,436614,Custom Development,8,2024-05-27
450,Reyes-Dean,Retail,Ecuador,317777,Consulting,30,2024-05-25
451,Patel PLC,Technology,Indonesia,267502,Custom Development,34,2022-04-02
452,"Patel, Boyle and French",Healthcare,Rwanda,224091,Enterprise,31,2025-02-14
453,"Schroeder, Adams and Willis",Retail,Grenada,171194,Custom Development,34,2023-02-17
454,Williamson Group,Healthcare,Italy,292288,Custom Development,31,2024-12-19
455,Harris and Sons,Technology,Austria,18965,SaaS,25,2024-10-12
456,Padilla-Medina,Manufacturing,Bolivia,44587,Custom Development,17,2023-08-27
457,Gibbs PLC,Finance,Wallis and Futuna,305343,SaaS,35,2022-04-11
458,"Bradshaw, Lee and Garcia",Technology,French Guiana,32745,Consulting,21,2022-07-02
459,"Zimmerman, Jones and Ellis",Finance,Guyana,129612,Consulting,10,2023-06-13
460,Smith and Sons,Manufacturing,Turkmenistan,335961,Consulting,19,2023-03-18
461,"Williams, Wilson and Shelton",Technology,Uganda,296786,Consulting,18,2022-12-19
462,"Guzman, Alvarez and Maynard",Healthcare,United States Minor Outlying Islands,432769,Consulting,14,2022-10-30
463,Lopez-Rivera,Healthcare,Djibouti,462866,Enterprise,31,2022-05-23
464,"Kidd, Bowen and Gray",Healthcare,Latvia,88994,Custom Development,36,2025-01-21
465,Singleton-Vance,Technology,Hong Kong,197702,Enterprise,34,2024-08-21
466,Brown-Molina,Retail,Singapore,78551,Enterprise,19,2023-05-07
467,"Garcia, Lee and Smith",Healthcare,Slovakia (Slovak Republic),122172,Custom Development,6,2023-03-07
468,"Smith, King and Smith",Retail,Belarus,475365,SaaS,13,2024-10-04
469,Rice-Shelton,Healthcare,Oman,473513,Consulting,29,2023-05-03
470,"Faulkner, Jackson and Johnson",Retail,Equatorial Guinea,432971,Consulting,17,2023-02-16
471,Gonzales LLC,Finance,Niger,476919,Enterprise,27,2024-07-11
472,"Carter, Martinez and Cruz",Technology,Israel,144688,SaaS,36,2022-12-22
473,Brown Group,Retail,Lao People's Democratic Republic,477443,Consulting,7,2023-12-23
474,"Rodriguez, Parker and Delgado",Retail,Aruba,416011,Custom Development,30,2023-11-03
475,Hunter-Thompson,Technology,Indonesia,362119,Custom Development,19,2024-05-12
476,Johnson-Hogan,Healthcare,Guernsey,386335,Custom Development,30,2022-09-11
477,Olson-Nolan,Retail,Qatar,24852,Enterprise,21,2024-07-03
478,Li-King,Manufacturing,Faroe Islands,153851,Consulting,21,2023-02-19
479,Duncan Inc,Healthcare,Armenia,279185,Enterprise,8,2024-06-21
480,"Walter, Frazier and Walton",Finance,Mexico,464024,Custom Development,22,2022-08-12
481,Kelly-Miller,Healthcare,Estonia,139996,Enterprise,13,2024-12-30
482,Byrd and Sons,Healthcare,Cambodia,184490,Consulting,12,2024-03-12
483,Anderson Group,Retail,Argentina,348746,SaaS,7,2022-09-28
484,Ellis PLC,Retail,Indonesia,368140,Enterprise,15,2022-11-11
485,Shannon and Sons,Manufacturing,Lao People's Democratic Republic,172771,Consulting,22,2023-07-15
486,Hardin PLC,Retail,Solomon Islands,247437,Custom Development,32,2023-04-11
487,"Bowen, Herrera and King",Healthcare,Lesotho,332735,SaaS,6,2023-08-22
488,Thompson PLC,Retail,Kiribati,401356,Consulting,36,2024-02-20
489,"Williams, Carter and Sanchez",Manufacturing,United States Virgin Islands,81256,Enterprise,12,2023-06-07
490,"Smith, Thompson and Torres",Healthcare,Korea,162360,SaaS,14,2023-02-16
491,Walker LLC,Healthcare,Gambia,254143,Consulting,23,2023-07-26
492,Powell Inc,Technology,Slovenia,46118,SaaS,24,2022-03-24
493,Ryan Ltd,Healthcare,South Georgia and the South Sandwich Islands,28360,Consulting,15,2024-02-04
494,"Stephenson, Friedman and Jacobs",Manufacturing,Israel,174258,Custom Development,9,2023-06-08
495,Castaneda-Coleman,Retail,Iceland,285346,Enterprise,21,2023-06-17
496,"Johnson, Brown and Taylor",Healthcare,Guadeloupe,442151,Consulting,29,2023-01-12
497,Hall-Wilson,Healthcare,Somalia,470419,SaaS,35,2025-01-15
498,Anderson and Sons,Finance,Senegal,489342,Custom Development,19,2023-04-21
499,"Waters, Alvarado and Sullivan",Manufacturing,Libyan Arab Jamahiriya,86312,Consulting,14,2024-08-19
500,"Young, Armstrong and Taylor",Finance,Bhutan,121820,SaaS,32,2024-05-17
